name,genre,type,sum
.hack//quantum: sore ike! bokura no chimuchimu-chan!,"comedy, game",special,".hack//quantum: sore ike! bokura no chimuchimu-chan! comedy, game special"
alps monogatari: watashi no annett,"drama, historical, slice of life",tv,"alps monogatari: watashi no annett drama, historical, slice of life tv"
appleseed xiii remix movie 1: yuigo,"action, mecha, military, police, sci-fi",movie,"appleseed xiii remix movie 1: yuigo action, mecha, military, police, sci-fi movie"
ashita genki ni nare!: hanbun no satsumaim,drama,movie,ashita genki ni nare!: hanbun no satsumaim drama movie
baby baacha,"comedy, drama",tv,"baby baacha comedy, drama tv"
blood-,"action, horror, school, supernatural, vampire",tv,"blood- action, horror, school, supernatural, vampire tv"
buzzer beate,"shounen, sports",tv,"buzzer beate shounen, sports tv"
dagashi kash,"comedy, shounen, slice of life",tv,"dagashi kash comedy, shounen, slice of life tv"
dna² ov,"comedy, drama, sci-fi",ova,"dna² ov comedy, drama, sci-fi ova"
dr. slump movie 02: &quot;hoyoyo!&quot; uchuu daibouke,"comedy, sci-fi, shounen",movie,"dr. slump movie 02: &quot;hoyoyo!&quot; uchuu daibouke comedy, sci-fi, shounen movie"
element hunter,"sci-fi, shounen",tv,"element hunter sci-fi, shounen tv"
fusha no sh,"adventure, historical, martial arts, samurai, supernatural",movie,"fusha no sh adventure, historical, martial arts, samurai, supernatural movie"
ghost in the shell: stand alone complex - tachikoma no hibi fan dis,"comedy, mecha, sci-fi",special,"ghost in the shell: stand alone complex - tachikoma no hibi fan dis comedy, mecha, sci-fi special"
ghost in the shell: the new movie virtual reality dive,"police, sci-fi, seinen",special,"ghost in the shell: the new movie virtual reality dive police, sci-fi, seinen special"
gokujou!! mecha mote iincho,"comedy, romance, school, shoujo",tv,"gokujou!! mecha mote iincho comedy, romance, school, shoujo tv"
helen keller monogatari: ai to hikari no tensh,drama,movie,helen keller monogatari: ai to hikari no tensh drama movie
hoshi no kirb,"action, adventure, comedy, fantasy, parody",tv,"hoshi no kirb action, adventure, comedy, fantasy, parody tv"
hyakka ryouran: samurai girls special,ecchi,special,hyakka ryouran: samurai girls special ecchi special
inochi no chikyuu: dioxin no nats,drama,movie,inochi no chikyuu: dioxin no nats drama movie
juubee-chan: lovely gantai no himits,"action, adventure, comedy, drama, shounen",tv,"juubee-chan: lovely gantai no himits action, adventure, comedy, drama, shounen tv"
kage kara mamoru,"comedy, romance, shounen",tv,"kage kara mamoru comedy, romance, shounen tv"
kämpfe,"action, comedy, ecchi, romance, school, shoujo ai, super power",tv,"kämpfe action, comedy, ecchi, romance, school, shoujo ai, super power tv"
ko seiki beast sanjuush,"adventure, comedy, fantasy, mecha, shounen, supernatural",ova,"ko seiki beast sanjuush adventure, comedy, fantasy, mecha, shounen, supernatural ova"
meitantei holmes: aoi ruby no maki / kaitei no zaihou no mak,"adventure, comedy, mystery",movie,"meitantei holmes: aoi ruby no maki / kaitei no zaihou no mak adventure, comedy, mystery movie"
midori no makiba,"comedy, sports",tv,"midori no makiba comedy, sports tv"
nekogami yaoyoroz,"comedy, seinen, slice of life, supernatural",tv,"nekogami yaoyoroz comedy, seinen, slice of life, supernatural tv"
ohayo! span,"comedy, slice of life",tv,"ohayo! span comedy, slice of life tv"
osomatsu-san short film serie,"comedy, parody",special,"osomatsu-san short film serie comedy, parody special"
ougon ba,"action, sci-fi, super power",tv,"ougon ba action, sci-fi, super power tv"
project a-ko 2: daitokuji zaibatsu no inbo,"action, comedy, mecha, sci-fi, super power",ova,"project a-ko 2: daitokuji zaibatsu no inbo action, comedy, mecha, sci-fi, super power ova"
queen&#039;s blade: gyokuza wo tsugu mon,"action, adventure, ecchi, fantasy",tv,"queen&#039;s blade: gyokuza wo tsugu mon action, adventure, ecchi, fantasy tv"
saber marionette ,"action, comedy, harem, mecha, sci-fi",ova,"saber marionette  action, comedy, harem, mecha, sci-fi ova"
sasuga no sarutob,"action, adventure, comedy, martial arts, romance, sports",tv,"sasuga no sarutob action, adventure, comedy, martial arts, romance, sports tv"
shin ace wo nerae,"drama, romance, school, shoujo, sports",tv,"shin ace wo nerae drama, romance, school, shoujo, sports tv"
shin cutey hone,"adventure, comedy, ecchi, magic, sci-fi",ova,"shin cutey hone adventure, comedy, ecchi, magic, sci-fi ova"
shin koihime†musou: live revolutio,"ecchi, music",ova,"shin koihime†musou: live revolutio ecchi, music ova"
shounan bakusouzok,"action, comedy, shounen",ova,"shounan bakusouzok action, comedy, shounen ova"
the hakkenden: shin sho,"action, adventure, demons, historical, martial arts, samurai, shounen",ova,"the hakkenden: shin sho action, adventure, demons, historical, martial arts, samurai, shounen ova"
time boka,"adventure, comedy, mecha",tv,"time boka adventure, comedy, mecha tv"
tondemo senshi mutekin,"action, comedy, kids, magic, mecha, sci-fi, shounen, super power",tv,"tondemo senshi mutekin action, comedy, kids, magic, mecha, sci-fi, shounen, super power tv"
tono to issho: gantai no yabo,"comedy, historical, parody, samurai, seinen",tv,"tono to issho: gantai no yabo comedy, historical, parody, samurai, seinen tv"
toushi gordia,"action, mecha, sci-fi",tv,"toushi gordia action, mecha, sci-fi tv"
tsuyokis,"comedy, romance, school, slice of life",tv,"tsuyokis comedy, romance, school, slice of life tv"
usavich specia,"adventure, comedy",special,"usavich specia adventure, comedy special"
yami to boushi to hon no tabibit,"adventure, ecchi, fantasy, magic, mystery, shoujo ai",tv,"yami to boushi to hon no tabibit adventure, ecchi, fantasy, magic, mystery, shoujo ai tv"
akihabara dennou-gum,"adventure, mecha, sci-fi, shoujo",tv,"akihabara dennou-gum adventure, mecha, sci-fi, shoujo tv"
alps no shoujo heidi: heidi to clara-he,"drama, historical, slice of life",movie,"alps no shoujo heidi: heidi to clara-he drama, historical, slice of life movie"
bakuretsu hunters ov,"action, adventure, comedy, ecchi, fantasy, harem, magic, romance, shounen, super power",ova,"bakuretsu hunters ov action, adventure, comedy, ecchi, fantasy, harem, magic, romance, shounen, super power ova"
bannou bunka neko-musume special,"action, adventure, comedy, mecha, sci-fi, seinen",special,"bannou bunka neko-musume special action, adventure, comedy, mecha, sci-fi, seinen special"
battle spirits: heroe,"action, shounen",tv,"battle spirits: heroe action, shounen tv"
blue seed 1.,"comedy, romance, sci-fi",ova,"blue seed 1. comedy, romance, sci-fi ova"
bomberman b-daman bakugaide,"comedy, sci-fi, shounen",tv,"bomberman b-daman bakugaide comedy, sci-fi, shounen tv"
choujuu kishin dancougar: god bless dancouga,"action, mecha, sci-fi",ova,"choujuu kishin dancougar: god bless dancouga action, mecha, sci-fi ova"
chrno crusade: az demo wakaru chrno crusade kouz,"adventure, comedy, demons, historical, supernatural",special,"chrno crusade: az demo wakaru chrno crusade kouz adventure, comedy, demons, historical, supernatural special"
cutey honey ,"action, adventure, comedy, magic, romance, sci-fi, shoujo",tv,"cutey honey  action, adventure, comedy, magic, romance, sci-fi, shoujo tv"
digimon savers the movie: kyuukyoku power! burst mode hatsudou!,"action, adventure, comedy, fantasy, shounen",movie,"digimon savers the movie: kyuukyoku power! burst mode hatsudou! action, adventure, comedy, fantasy, shounen movie"
dirty pair flash ,"action, adventure, comedy, ecchi, police, sci-fi",ova,"dirty pair flash  action, adventure, comedy, ecchi, police, sci-fi ova"
dr. slump movie 01: arale-chan hello! fushigi shim,"comedy, sci-fi, shounen",movie,"dr. slump movie 01: arale-chan hello! fushigi shim comedy, sci-fi, shounen movie"
dr. slump movie 04: arale-chan hoyoyo! nanaba shiro no hiho,"comedy, sci-fi, shounen",movie,"dr. slump movie 04: arale-chan hoyoyo! nanaba shiro no hiho comedy, sci-fi, shounen movie"
dragon ball g,"action, adventure, comedy, fantasy, magic, sci-fi, shounen, super power",tv,"dragon ball g action, adventure, comedy, fantasy, magic, sci-fi, shounen, super power tv"
dragon quest: dai no daibouken buchiyabure!! shinsei 6 daishougu,"action, adventure, fantasy, magic, shounen",movie,"dragon quest: dai no daibouken buchiyabure!! shinsei 6 daishougu action, adventure, fantasy, magic, shounen movie"
duel masters cros,"action, adventure, comedy, shounen",tv,"duel masters cros action, adventure, comedy, shounen tv"
entaku no kishi monogatari: moero arthu,"adventure, drama, historical, romance",tv,"entaku no kishi monogatari: moero arthu adventure, drama, historical, romance tv"
genji monogatar,"drama, historical, romance",movie,"genji monogatar drama, historical, romance movie"
ghost in the shell: arise - another missio,"action, mecha, police, sci-fi",special,"ghost in the shell: arise - another missio action, mecha, police, sci-fi special"
golgo 13: queen be,"action, adventure, drama, military, seinen",ova,"golgo 13: queen be action, adventure, drama, military, seinen ova"
hanaukyou maid-ta,"comedy, ecchi, harem, romance",tv,"hanaukyou maid-ta comedy, ecchi, harem, romance tv"
harukanaru toki no naka de: hachiyou shou ov,"comedy, demons, fantasy, historical, shoujo, supernatural",ova,"harukanaru toki no naka de: hachiyou shou ov comedy, demons, fantasy, historical, shoujo, supernatural ova"
hibike! euphonium: suisougaku-bu no nichijo,"comedy, music, school",special,"hibike! euphonium: suisougaku-bu no nichijo comedy, music, school special"
hidamari sketch: chou hidamatsuri specia,comedy,special,hidamari sketch: chou hidamatsuri specia comedy special
inugami-san to nekoyama-sa,"comedy, school, shoujo ai",tv,"inugami-san to nekoyama-sa comedy, school, shoujo ai tv"
juushin lige,"action, mecha, sci-fi",tv,"juushin lige action, mecha, sci-fi tv"
k: missing kings - manner movi,comedy,movie,k: missing kings - manner movi comedy movie
kamui no ke,"adventure, drama, fantasy, historical, shounen",movie,"kamui no ke adventure, drama, fantasy, historical, shounen movie"
m3: sono kuroki hagan,"action, drama, mecha, mystery, psychological, sci-fi",tv,"m3: sono kuroki hagan action, drama, mecha, mystery, psychological, sci-fi tv"
macross f: choujikuu gekijo,"comedy, slice of life",ova,"macross f: choujikuu gekijo comedy, slice of life ova"
metal fight beyblad,"adventure, comedy, sports",tv,"metal fight beyblad adventure, comedy, sports tv"
mobile police patlabor: minipat,parody,ova,mobile police patlabor: minipat parody ova
naisho no tsubom,"kids, romance, school, shoujo, slice of life, supernatural",ova,"naisho no tsubom kids, romance, school, shoujo, slice of life, supernatural ova"
nils no fushigi na tabi (movie,"adventure, fantasy, kids",movie,"nils no fushigi na tabi (movie adventure, fantasy, kids movie"
nobunaga no shinobi episode ,"comedy, historical",special,"nobunaga no shinobi episode  comedy, historical special"
one pound gospe,"comedy, romance, seinen, sports",ova,"one pound gospe comedy, romance, seinen, sports ova"
pokemon: odoru pokemon himitsu kich,"comedy, fantasy, kids",movie,"pokemon: odoru pokemon himitsu kich comedy, fantasy, kids movie"
sakura taisen: ouka kenra,"adventure, mecha, sci-fi, shounen",ova,"sakura taisen: ouka kenra adventure, mecha, sci-fi, shounen ova"
seton doubutsuki: kuma no ko jack,"adventure, drama, historical",tv,"seton doubutsuki: kuma no ko jack adventure, drama, historical tv"
telepathy shoujo ra,"fantasy, school",tv,"telepathy shoujo ra fantasy, school tv"
tentai senshi sunred: short corne,"comedy, parody, seinen, super power",special,"tentai senshi sunred: short corne comedy, parody, seinen, super power special"
tezuka osamu no kyuuyaku seisho monogatari: in the beginnin,historical,tv,tezuka osamu no kyuuyaku seisho monogatari: in the beginnin historical tv
tottoko hamtarou ova 1: hamtaro no otanjoubi - mama wo tasunete sanzen techi tech,"adventure, comedy, kids",ova,"tottoko hamtarou ova 1: hamtaro no otanjoubi - mama wo tasunete sanzen techi tech adventure, comedy, kids ova"
transformers: car robot,"adventure, comedy, mecha, sci-fi, shounen",tv,"transformers: car robot adventure, comedy, mecha, sci-fi, shounen tv"
turn a gundam i movie: earth ligh,"action, drama, mecha, military, sci-fi, space",movie,"turn a gundam i movie: earth ligh action, drama, mecha, military, sci-fi, space movie"
uchuu taitei god sigm,"action, mecha, space",tv,"uchuu taitei god sigm action, mecha, space tv"
video senshi lezario,"action, mecha, sci-fi",tv,"video senshi lezario action, mecha, sci-fi tv"
weiß kreuz glühe,"action, drama, shounen",tv,"weiß kreuz glühe action, drama, shounen tv"
yaoguai mingda,"action, comedy, ecchi, fantasy, romance",ona,"yaoguai mingda action, comedy, ecchi, fantasy, romance ona"
"yosuga no sora: in solitude, where we are least alone","drama, ecchi, harem, romance",tv,"yosuga no sora: in solitude, where we are least alone drama, ecchi, harem, romance tv"
.hack//intermezz,"adventure, fantasy, game, magic, mystery, sci-fi",special,".hack//intermezz adventure, fantasy, game, magic, mystery, sci-fi special"
akai it,"drama, romance, slice of life",special,"akai it drama, romance, slice of life special"
alien ,"horror, school, sci-fi",ova,"alien  horror, school, sci-fi ova"
ashita e free kic,sports,tv,ashita e free kic sports tv
bakuten shoot beyblade the movie: gekitou!! takao vs. daich,"action, adventure, comedy, sci-fi, shounen, sports",movie,"bakuten shoot beyblade the movie: gekitou!! takao vs. daich action, adventure, comedy, sci-fi, shounen, sports movie"
burn up exces,"action, adventure, comedy, ecchi, police, sci-fi, shounen",tv,"burn up exces action, adventure, comedy, ecchi, police, sci-fi, shounen tv"
chouyaku hyakuninisshu: uta koi. - sake to kikoushi ~ murasaki kishikibu to kinto,"historical, josei",special,"chouyaku hyakuninisshu: uta koi. - sake to kikoushi ~ murasaki kishikibu to kinto historical, josei special"
dance with devil,"demons, harem, romance, shoujo, supernatural",tv,"dance with devil demons, harem, romance, shoujo, supernatural tv"
galactic patrol lensma,"action, adventure, sci-fi",tv,"galactic patrol lensma action, adventure, sci-fi tv"
gekiganger 3: the movi,"action, comedy, mecha, parody, sci-fi, shounen",ova,"gekiganger 3: the movi action, comedy, mecha, parody, sci-fi, shounen ova"
